boro_code,boro_ct201,boro_name,cdeligibil,ct2010,ctlabel,ntacode,ntaname,puma,shape_area,shape_leng,area,overlabel,overmodzct,overpop_es,overzcta,overarea,overmodztc,piecearea,pieceofct,perc_ct,aug6_COVID_CASE_RATE,aug6_COVID_DEATH_RATE,aug6_PERCENT_POSITIVE,may18_COVID_CASE_RATE,may18_COVID_DEATH_RATE,may18_PERCENT_POSITIVE
"1","1002500",Manhattan,E,"002500","25",MN27,Chinatown,"3809",1439387.8241000000853091478347778320313,4763.7027038599999286816455423831940,133724.108073414390674,"10038","10038",22800.0000000000000000000000000000000,"10038","715413",Chinatown/Financial District,133700.6587000000,0.9998246430,99.9824643600,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1001300",Manhattan,I,"001300","13",MN25,Battery Park City-Lower Manhattan,"3810",3516583.0059699998237192630767822265625,8906.3144026499994652112945914268494,326705.447838642925490,"10007","10007",7023.0000000000000000000000000000000,"10007, 10278, 10279","470222",TriBeCa,28547.4246600000,0.0873797020,8.7379701950,"848.51","36.36","4.14","606.08","36.36","16.18"
"1","1004500",Manhattan,I,"004500","45",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",1129524.3969600000418722629547119140625,4604.7425259700003152829594910144806,104936.790528494879254,"10013","10013",28709.0000000000000000000000000000000,"10013","1403711",Hudson Square/Little Italy/SoHo/TriBeCa,73825.2554400000,0.7035211870,70.3521187000,"1071.27","72.34","4.91","850.81","62","22.46"
"1","1002900",Manhattan,I,"002900","29",MN27,Chinatown,"3809",3010944.0126000000163912773132324218750,8978.4423343599992222152650356292725,279728.928227163502015,"10007","10007",7023.0000000000000000000000000000000,"10007, 10278, 10279","470222",TriBeCa,66763.1907200000,0.2386710270,23.8671027400,"848.51","36.36","4.14","606.08","36.36","16.18"
"1","1003300",Manhattan,I,"003300","33",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",3677727.5130799999460577964782714843750,8170.7561327499997787526808679103851,341674.269868590228725,"10007","10007",7023.0000000000000000000000000000000,"10007, 10278, 10279","470222",TriBeCa,35239.7562900000,0.1031384540,10.3138454900,"848.51","36.36","4.14","606.08","36.36","16.18"
"1","1003300",Manhattan,I,"003300","33",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",3677727.5130799999460577964782714843750,8170.7561327499997787526808679103851,341674.269868590228725,"10013","10013",28709.0000000000000000000000000000000,"10013","1403711",Hudson Square/Little Italy/SoHo/TriBeCa,306434.5117000000,0.8968615390,89.6861539500,"1071.27","72.34","4.91","850.81","62","22.46"
"1","1003900",Manhattan,I,"003900","39",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",3618081.5463999998755753040313720703125,12677.5668865999996341997757554054260,336133.205085058114491,"10013","10013",28709.0000000000000000000000000000000,"10013","1403711",Hudson Square/Little Italy/SoHo/TriBeCa,309445.8875000000,0.9206049350,92.0604935200,"1071.27","72.34","4.91","850.81","62","22.46"
"1","1004700",Manhattan,I,"004700","47",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",1780551.0581900000106543302536010742188,5987.2094221300003482610918581485748,165419.756817028770456,"10013","10013",28709.0000000000000000000000000000000,"10013","1403711",Hudson Square/Little Italy/SoHo/TriBeCa,122732.3895000000,0.7419451690,74.1945169400,"1071.27","72.34","4.91","850.81","62","22.46"
"1","1001501",Manhattan,I,"001501","15.01",MN25,Battery Park City-Lower Manhattan,"3810",2814943.5453699999488890171051025390625,9130.6521794100008264649659395217896,261514.819994457531720,"10007","10007",7023.0000000000000000000000000000000,"10007, 10278, 10279","470222",TriBeCa,16.5781657700,0.0000633920,0.0063392830,"848.51","36.36","4.14","606.08","36.36","16.18"
"1","1001501",Manhattan,I,"001501","15.01",MN25,Battery Park City-Lower Manhattan,"3810",2814943.5453699999488890171051025390625,9130.6521794100008264649659395217896,261514.819994457531720,"10038","10038",22800.0000000000000000000000000000000,"10038","715413",Chinatown/Financial District,237506.8394000000,0.9081964810,90.8196481500,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1008900",Manhattan,I,"008900","89",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1782674.2102799999993294477462768554688,5578.1409070199997586314566433429718,165617.225897731812438,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,165617.2258000000,0.9999999990,99.9999999400,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1009300",Manhattan,E,"009300","93",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1929422.6325600000564008951187133789063,5740.2594514000002163811586797237396,179250.831304444436682,"10001, 10118","10001",23072.0000000000000000000000000000000,"10001, 10119, 10199","1712835",Chelsea/NoMad/West Chelsea,65341.0404500000,0.3645229420,36.4522942300,"1803.67","106.1","6.73","1421.72","72.15","24.26"
"1","1009300",Manhattan,E,"009300","93",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1929422.6325600000564008951187133789063,5740.2594514000002163811586797237396,179250.831304444436682,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,113909.7854000000,0.6354770270,63.5477027100,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1008300",Manhattan,I,"008300","83",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1873011.4317000000737607479095458984375,5681.5142609799995625508017838001251,174009.590181058214512,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,141053.3951000000,0.8106070180,81.0607018500,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1008300",Manhattan,I,"008300","83",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1873011.4317000000737607479095458984375,5681.5142609799995625508017838001251,174009.590181058214512,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,32956.2066800000,0.1893930480,18.9393048000,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1007900",Manhattan,I,"007900","79",MN23,West Village,"3810",2945317.8939399998635053634643554687500,10023.1934505000008357455953955650330,273629.842652643099427,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,3.9914911470,0.0000145870,0.0014587190,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1007900",Manhattan,I,"007900","79",MN23,West Village,"3810",2945317.8939399998635053634643554687500,10023.1934505000008357455953955650330,273629.842652643099427,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,262774.1260000000,0.9603270000,96.0327000300,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1009900",Manhattan,I,"009900","99",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",10754478.3181999996304512023925781250000,29604.5419992999995884019881486892700,999134.557365881977603,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,242675.7811000000,0.2428859850,24.2885984900,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1008700",Manhattan,I,"008700","87",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1780834.1181199999991804361343383789063,5579.4806307099997866316698491573334,165446.119462149130413,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,165434.2237000000,0.9999280980,99.9928098800,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1009100",Manhattan,I,"009100","91",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1927040.0515000000596046447753906250000,5743.3934988000000885222107172012329,179028.905992390937172,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,113972.6040000000,0.6366156530,63.6615653500,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1008100",Manhattan,I,"008100","81",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1875912.5051200001034885644912719726563,5683.3934326899998268345370888710022,174279.188843270268990,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,174279.1888000000,0.9999999990,99.9999999700,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1009900",Manhattan,I,"009900","99",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",10754478.3181999996304512023925781250000,29604.5419992999995884019881486892700,999134.557365881977603,"10011","10011",,,,,115980.9610000000,0.1160814220,11.6081422800,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1009500",Manhattan,I,"009500","95",MN17,Midtown-Midtown South,"3807",1851171.2892700000666081905364990234375,5658.9703251199998703668825328350067,171980.599967049260158,"10001, 10118","10001",23072.0000000000000000000000000000000,"10001, 10119, 10199","1712835",Chelsea/NoMad/West Chelsea,171975.2371000000,0.9999688170,99.9968817000,"1803.67","106.1","6.73","1421.72","72.15","24.26"
"1","1009900",Manhattan,I,"009900","99",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",10754478.3181999996304512023925781250000,29604.5419992999995884019881486892700,999134.557365881977603,"10001, 10118","10001",23072.0000000000000000000000000000000,"10001, 10119, 10199","1712835",Chelsea/NoMad/West Chelsea,566982.6783000000,0.5674737940,56.7473794300,"1803.67","106.1","6.73","1421.72","72.15","24.26"
"1","1009100",Manhattan,I,"009100","91",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1927040.0515000000596046447753906250000,5743.3934988000000885222107172012329,179028.905992390937172,"10001, 10118","10001",23072.0000000000000000000000000000000,"10001, 10119, 10199","1712835",Chelsea/NoMad/West Chelsea,65043.0936800000,0.3633105680,36.3310568800,"1803.67","106.1","6.73","1421.72","72.15","24.26"
"1","1009700",Manhattan,I,"009700","97",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1860580.9204200000967830419540405273438,5655.1102734300002339296042919158936,172854.938330412696814,"10001, 10118","10001",23072.0000000000000000000000000000000,"10001, 10119, 10199","1712835",Chelsea/NoMad/West Chelsea,172854.9383000000,0.9999999990,99.9999999800,"1803.67","106.1","6.73","1421.72","72.15","24.26"
"1","1007500",Manhattan,I,"007500","75",MN23,West Village,"3810",1778285.5779500000644475221633911132813,7691.2614299599999867496080696582794,165210.646731318207458,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,154258.3219000000,0.9337069060,93.3706906600,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1006900",Manhattan,I,"006900","69",MN23,West Village,"3810",2350754.1368300002068281173706054687500,7535.3256152399999336921609938144684,218393.845547155244276,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,156413.0585000000,0.7161971900,71.6197190000,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1007700",Manhattan,I,"007700","77",MN23,West Village,"3810",1923495.9640999999828636646270751953125,5763.1636324700002660392783582210541,178699.734075937769376,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,135076.9158000000,0.7558876150,75.5887615000,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1006700",Manhattan,I,"006700","67",MN23,West Village,"3810",1812882.8509500001091510057449340820313,5458.8590508099996441160328686237335,168423.754020010353997,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,168407.5706000000,0.9999039120,99.9903912400,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1007300",Manhattan,I,"007300","73",MN23,West Village,"3810",1778588.0274400000926107168197631835938,5754.1343204000004334375262260437012,165237.347788350016344,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,165237.3477000000,0.9999999990,99.9999999400,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1007500",Manhattan,I,"007500","75",MN23,West Village,"3810",1778285.5779500000644475221633911132813,7691.2614299599999867496080696582794,165210.646731318207458,"10014","10014",,,,,10952.3244500000,0.0662930910,6.6293091070,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1007900",Manhattan,I,"007900","79",MN23,West Village,"3810",2945317.8939399998635053634643554687500,10023.1934505000008357455953955650330,273629.842652643099427,"10014","10014",,,,,10851.7166000000,0.0396583810,3.9658381170,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1006900",Manhattan,I,"006900","69",MN23,West Village,"3810",2350754.1368300002068281173706054687500,7535.3256152399999336921609938144684,218393.845547155244276,"10014","10014",,,,,61980.7788500000,0.2838027720,28.3802772400,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1009900",Manhattan,I,"009900","99",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",10754478.3181999996304512023925781250000,29604.5419992999995884019881486892700,999134.557365881977603,"10014","10014",30738.0000000000000000000000000000000,"10014","1307317",Hudson Square/Meatpacking District/West Village,15.7255051300,0.0000157390,0.0015739120,"1175.78","93.42","5.17","911.63","74.09","24.14"
"1","1007700",Manhattan,I,"007700","77",MN23,West Village,"3810",1923495.9640999999828636646270751953125,5763.1636324700002660392783582210541,178699.734075937769376,"10011","10011",50472.0000000000000000000000000000000,"10011","1612579",Chelsea,43622.8210100000,0.2441124000,24.4112400200,"1208.07","86.87","5.64","995.95","66.67","24.5"
"1","1006800",Manhattan,I,"006800","68",MN21,Gramercy,"3808",1877721.0406899999361485242843627929688,5723.8908705399999234941788017749786,174447.050547646067571,"10003","10003",54682.0000000000000000000000000000000,"10003","1498072",East Village/Gramercy/Greenwich Village,14.3520608100,0.0000822710,0.0082271730,"959.08","63.2","5.08","799.23","55.76","22.14"
"1","1005200",Manhattan,I,"005200","52",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1815428.9092200000304728746414184570313,5790.3881760300000678398646414279938,168662.029044887662167,"10003","10003",54682.0000000000000000000000000000000,"10003","1498072",East Village/Gramercy/Greenwich Village,145466.0088000000,0.8624704060,86.2470406700,"959.08","63.2","5.08","799.23","55.76","22.14"
"1","1005600",Manhattan,I,"005600","56",MN13,Hudson Yards-Chelsea-Flatiron-Union Square,"3807",1878253.7853200000245124101638793945313,5723.8407864900000276975333690643311,174496.686959785700310,"10003","10003",54682.0000000000000000000000000000000,"10003","1498072",East Village/Gramercy/Greenwich Village,0.0331840940,0.0000001900,0.0000190170,"959.08","63.2","5.08","799.23","55.76","22.14"
"1","1005000",Manhattan,I,"005000","50",MN21,Gramercy,"3808",1793935.2243999999482184648513793945313,5473.3935990199997831950895488262177,166660.973148615827085,"10003","10003",54682.0000000000000000000000000000000,"10003","1498072",East Village/Gramercy/Greenwich Village,156219.1946000000,0.9373471880,93.7347188400,"959.08","63.2","5.08","799.23","55.76","22.14"
"1","1005000",Manhattan,I,"005000","50",MN21,Gramercy,"3808",1793935.2243999999482184648513793945313,5473.3935990199997831950895488262177,166660.973148615827085,"10010","10010",33730.0000000000000000000000000000000,"10010","977409",Flatiron/Gramercy/Kips Bay,10441.8094100000,0.0626529960,6.2652996750,"960.71","58.69","4.58","775.36","61.78","17.04"
"1","1006400",Manhattan,I,"006400","64",MN21,Gramercy,"3808",1934407.9583399998955428600311279296875,5564.0125693899999532732181251049042,179713.575271790963598,"10010","10010",33730.0000000000000000000000000000000,"10010","977409",Flatiron/Gramercy/Kips Bay,145707.4505000000,0.8107759820,81.0775982100,"960.71","58.69","4.58","775.36","61.78","17.04"
"1","1002400",Manhattan,E,"002400","24",MN28,Lower East Side,"3809",1860513.3099799999035894870758056640625,8143.0669407200002751778811216354370,172848.305612910422496,"10009","10009",57925.0000000000000000000000000000000,"10009","1571306",Alphabet City/East Village/Stuyvesant Town-Cooper Village,169501.6656000000,0.9806382820,98.0638282700,"1371.96","117.45","6.89","1118.34","107.24","25.85"
"1","1002400",Manhattan,E,"002400","24",MN28,Lower East Side,"3809",1860513.3099799999035894870758056640625,8143.0669407200002751778811216354370,172848.305612910422496,"11211, 11249","11211",102624.0000000000000000000000000000000,"11211","5946131",East Williamsburg/Williamsburg (North)/Williamsburg (South),3.7712466710,0.0000218180,0.0021818240,"2300.32","138.56","10.24","1982.03","119.48","30.31"
"1","1002800",Manhattan,E,"002800","28",MN28,Lower East Side,"3809",1973678.3149699999485164880752563476563,5627.5550213699998494121246039867401,183361.750236732215853,"10009","10009",57925.0000000000000000000000000000000,"10009","1571306",Alphabet City/East Village/Stuyvesant Town-Cooper Village,183361.7502000000,0.9999999990,99.9999999800,"1371.96","117.45","6.89","1118.34","107.24","25.85"
"1","1004400",Manhattan,I,"004400","44",MN50,Stuyvesant Town-Cooper Village,"3808",4277837.3680400000885128974914550781250,9684.7629390599995531374588608741760,397426.642275219841395,"10009","10009",57925.0000000000000000000000000000000,"10009","1571306",Alphabet City/East Village/Stuyvesant Town-Cooper Village,396792.1927000000,0.9984036050,99.8403605800,"1371.96","117.45","6.89","1118.34","107.24","25.85"
"1","1000700",Manhattan,I,"000700","7",MN25,Battery Park City-Lower Manhattan,"3810",2442011.7459399998188018798828125000000,9802.9179970999994111480191349983215,226871.440341952373274,"10004","10004",3028.0000000000000000000000000000000,"10004","381965",Financial District,4777.8732140000,0.0210598260,2.1059826680,"1068.32","27.39","5.67","794.39","27.39","21.71"
"1","1000700",Manhattan,I,"000700","7",MN25,Battery Park City-Lower Manhattan,"3810",2442011.7459399998188018798828125000000,9802.9179970999994111480191349983215,226871.440341952373274,"10005","10005",8831.0000000000000000000000000000000,"10005, 10271","193327",Financial District,177425.0971000000,0.7820512650,78.2051265800,"1012.37","23.82","5.28","690.8","11.91","17.33"
"1","1000700",Manhattan,I,"000700","7",MN25,Battery Park City-Lower Manhattan,"3810",2442011.7459399998188018798828125000000,9802.9179970999994111480191349983215,226871.440341952373274,"10006","10006",3454.0000000000000000000000000000000,"10006","251869",Financial District,11.1384554500,0.0000490950,0.0049095890,"1098.97","0","5.28","665.17","0","16.91"
"1","1000700",Manhattan,I,"000700","7",MN25,Battery Park City-Lower Manhattan,"3810",2442011.7459399998188018798828125000000,9802.9179970999994111480191349983215,226871.440341952373274,"10038","10038",22800.0000000000000000000000000000000,"10038","715413",Chinatown/Financial District,18457.2214000000,0.0813554200,8.1355420370,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1001300",Manhattan,I,"001300","13",MN25,Battery Park City-Lower Manhattan,"3810",3516583.0059699998237192630767822265625,8906.3144026499994652112945914268494,326705.447838642925490,"10004","10004",3028.0000000000000000000000000000000,"10004","381965",Financial District,46352.5615700000,0.1418787530,14.1878753000,"1068.32","27.39","5.67","794.39","27.39","21.71"
"1","1001300",Manhattan,I,"001300","13",MN25,Battery Park City-Lower Manhattan,"3810",3516583.0059699998237192630767822265625,8906.3144026499994652112945914268494,326705.447838642925490,"10005","10005",8831.0000000000000000000000000000000,"10005, 10271","193327",Financial District,12.6135980600,0.0000386080,0.0038608470,"1012.37","23.82","5.28","690.8","11.91","17.33"
"1","1001300",Manhattan,I,"001300","13",MN25,Battery Park City-Lower Manhattan,"3810",3516583.0059699998237192630767822265625,8906.3144026499994652112945914268494,326705.447838642925490,"10006","10006",3454.0000000000000000000000000000000,"10006","251869",Financial District,251752.7065000000,0.7705800680,77.0580068800,"1098.97","0","5.28","665.17","0","16.91"
"1","1000900",Manhattan,I,"000900","9",MN25,Battery Park City-Lower Manhattan,"3810",3133615.5922400001436471939086914062500,16461.0082312000013189390301704406738,291121.439589661313221,"10004","10004",3028.0000000000000000000000000000000,"10004","381965",Financial District,223772.4139000000,0.7686565930,76.8656592900,"1068.32","27.39","5.67","794.39","27.39","21.71"
"1","1000900",Manhattan,I,"000900","9",MN25,Battery Park City-Lower Manhattan,"3810",3133615.5922400001436471939086914062500,16461.0082312000013189390301704406738,291121.439589661313221,"10005","10005",8831.0000000000000000000000000000000,"10005, 10271","193327",Financial District,13763.1070100000,0.0472761710,4.7276171170,"1012.37","23.82","5.28","690.8","11.91","17.33"
"1","1000900",Manhattan,I,"000900","9",MN25,Battery Park City-Lower Manhattan,"3810",3133615.5922400001436471939086914062500,16461.0082312000013189390301704406738,291121.439589661313221,"10038","10038",22800.0000000000000000000000000000000,"10038","715413",Chinatown/Financial District,0.3724568920,0.0000012790,0.0001279380,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1001502",Manhattan,I,"001502","15.02",MN25,Battery Park City-Lower Manhattan,"3810",2242452.5298100002110004425048828125000,10812.0234450000007200287654995918274,208331.720403698127484,"10004","10004",3028.0000000000000000000000000000000,"10004","381965",Financial District,6587.3900780000,0.0316197170,3.1619717170,"1068.32","27.39","5.67","794.39","27.39","21.71"
"1","1001502",Manhattan,I,"001502","15.02",MN25,Battery Park City-Lower Manhattan,"3810",2242452.5298100002110004425048828125000,10812.0234450000007200287654995918274,208331.720403698127484,"10005","10005",8831.0000000000000000000000000000000,"10005, 10271","193327",Financial District,2126.3735980000,0.0102066720,1.0206672290,"1012.37","23.82","5.28","690.8","11.91","17.33"
"1","1001502",Manhattan,I,"001502","15.02",MN25,Battery Park City-Lower Manhattan,"3810",2242452.5298100002110004425048828125000,10812.0234450000007200287654995918274,208331.720403698127484,"10006","10006",3454.0000000000000000000000000000000,"10006","251869",Financial District,23.6733202100,0.0001136320,0.0113632810,"1098.97","0","5.28","665.17","0","16.91"
"1","1001502",Manhattan,I,"001502","15.02",MN25,Battery Park City-Lower Manhattan,"3810",2242452.5298100002110004425048828125000,10812.0234450000007200287654995918274,208331.720403698127484,"10038","10038",22800.0000000000000000000000000000000,"10038","715413",Chinatown/Financial District,156712.2000000000,0.7522243830,75.2224383700,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1000700",Manhattan,I,"000700","7",MN25,Battery Park City-Lower Manhattan,"3810",2442011.7459399998188018798828125000000,9802.9179970999994111480191349983215,226871.440341952373274,"10038","10038",,,,,26188.9417500000,0.1154351630,11.5435163200,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1001501",Manhattan,I,"001501","15.01",MN25,Battery Park City-Lower Manhattan,"3810",2814943.5453699999488890171051025390625,9130.6521794100008264649659395217896,261514.819994457531720,"10038","10038",,,,,23986.5101600000,0.0917214180,9.1721418160,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1001502",Manhattan,I,"001502","15.02",MN25,Battery Park City-Lower Manhattan,"3810",2242452.5298100002110004425048828125000,10812.0234450000007200287654995918274,208331.720403698127484,"10038","10038",,,,,42872.0586000000,0.2057874740,20.5787474400,"1256.35","127","7.13","1056.79","113.39","26.81"
"1","1031703",Manhattan,I,"031703","317.03",MN25,Battery Park City-Lower Manhattan,"3810",2525855.1956799998879432678222656250000,8284.0596965299992007203400135040283,234661.130591800989350,"10006","10006",3454.0000000000000000000000000000000,"10006","251869",Financial District,36.8129340800,0.0001568770,0.0156877000,"1098.97","0","5.28","665.17","0","16.91"
"1","1031703",Manhattan,I,"031703","317.03",MN25,Battery Park City-Lower Manhattan,"3810",2525855.1956799998879432678222656250000,8284.0596965299992007203400135040283,234661.130591800989350,"10007","10007",7023.0000000000000000000000000000000,"10007, 10278, 10279","470222",TriBeCa,13.7006475900,0.0000583840,0.0058384810,"848.51","36.36","4.14","606.08","36.36","16.18"
"1","1031703",Manhattan,I,"031703","317.03",MN25,Battery Park City-Lower Manhattan,"3810",2525855.1956799998879432678222656250000,8284.0596965299992007203400135040283,234661.130591800989350,"10013","10013",28709.0000000000000000000000000000000,"10013","1403711",Hudson Square/Little Italy/SoHo/TriBeCa,0.5450372030,0.0000023220,0.0002322650,"1071.27","72.34","4.91","850.81","62","22.46"
"1","1031703",Manhattan,I,"031703","317.03",MN25,Battery Park City-Lower Manhattan,"3810",2525855.1956799998879432678222656250000,8284.0596965299992007203400135040283,234661.130591800989350,"10280","10280",9384.0000000000000000000000000000000,"10280","280749",Battery Park City,67843.0597600000,0.2891107680,28.9110768300,"644.58","0","4.87","447.05","0","17.27"
"1","1031703",Manhattan,I,"031703","317.03",MN25,Battery Park City-Lower Manhattan,"3810",2525855.1956799998879432678222656250000,8284.0596965299992007203400135040283,234661.130591800989350,"10282","10282",5593.0000000000000000000000000000000,"10282","166789",Battery Park City,166685.1835000000,0.7103229370,71.0322937000,"1504.87","271.96","9.49","1232.9","235.7","29.18"
"1","1002100",Manhattan,I,"002100","21",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",2618005.6706500002183020114898681640625,6824.3535548399995604995638132095337,243222.112501555937342,"10006","10006",3454.0000000000000000000000000000000,"10006","251869",Financial District,9.4330431340,0.0000387830,0.0038783650,"1098.97","0","5.28","665.17","0","16.91"
"1","1002100",Manhattan,I,"002100","21",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",2618005.6706500002183020114898681640625,6824.3535548399995604995638132095337,243222.112501555937342,"10282","10282",5593.0000000000000000000000000000000,"10282","166789",Battery Park City,26.4177412600,0.0001086150,0.0108615700,"1504.87","271.96","9.49","1232.9","235.7","29.18"
"1","1001300",Manhattan,I,"001300","13",MN25,Battery Park City-Lower Manhattan,"3810",3516583.0059699998237192630767822265625,8906.3144026499994652112945914268494,326705.447838642925490,"10280","10280",9384.0000000000000000000000000000000,"10280","280749",Battery Park City,27.1139512600,0.0000829920,0.0082992030,"644.58","0","4.87","447.05","0","17.27"
"1","1031704",Manhattan,I,"031704","317.04",MN25,Battery Park City-Lower Manhattan,"3810",2338837.0666100000962615013122558593750,9073.0954324400008772499859333038330,217286.398846622847486,"10006","10006",3454.0000000000000000000000000000000,"10006","251869",Financial District,26.8880182000,0.0001237440,0.0123744590,"1098.97","0","5.28","665.17","0","16.91"
"1","1031704",Manhattan,I,"031704","317.04",MN25,Battery Park City-Lower Manhattan,"3810",2338837.0666100000962615013122558593750,9073.0954324400008772499859333038330,217286.398846622847486,"10280","10280",9384.0000000000000000000000000000000,"10280","280749",Battery Park City,189634.2227000000,0.8727385770,87.2738577700,"644.58","0","4.87","447.05","0","17.27"
"1","1003900",Manhattan,I,"003900","39",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",3618081.5463999998755753040313720703125,12677.5668865999996341997757554054260,336133.205085058114491,"10007","10007",7023.0000000000000000000000000000000,"10007, 10278, 10279","470222",TriBeCa,6.6513175340,0.0000197870,0.0019787740,"848.51","36.36","4.14","606.08","36.36","16.18"
"1","1003900",Manhattan,I,"003900","39",MN24,SoHo-TriBeCa-Civic Center-Little Italy,"3810",3618081.5463999998755753040313720703125,12677.5668865999996341997757554054260,336133.205085058114491,"10282","10282",5593.0000000000000000000000000000000,"10282","166789",Battery Park City,48.2172533000,0.0001434460,0.0143446860,"1504.87","271.96","9.49","1232.9","235.7","29.18"
"1","1031704",Manhattan,I,"031704","317.04",MN25,Battery Park City-Lower Manhattan,"3810",2338837.0666100000962615013122558593750,9073.0954324400008772499859333038330,217286.398846622847486,"10280","10280",,,,,3728.3364110000,0.0171586270,1.7158627640,"644.58","0","4.87","447.05","0","17.27"
